TAXON	12S.5June	ALDOB_Hackettetal2008	CLTC_Hackettetal2008	CMOS.26May	COI.26May	COII.Cl181.Final_18May2011	CRYAA_Hackettetal2008	CytB.Cl1.Final_18May2011	EEF2_Hackettetal2008	EGR1_Hackettetal2008	EGR1exon_Hackettetal2008	FGBint4_Hackettetal2008	FGBint5_Hackettetal2008	FGBint67_ALL	GH1_Hackettetal2008	HMGN2_Hackettetal2008	IRF2_Hackettetal2008	MB_Hackettetal2008	MUSK_Hackettetal2008	MYC_Hackettetal2008	ND2.Cl6.Final_18May2011	ND3.26May	ND4.26May	NGF_Hackettetal2008	NTF3_Hackettetal2008	ODC_Ericson_etal	PCBD1_Hackettetal2008	RAG1.Final_18May2011	RAG2.26May	RHO_Hackettetal2008	TGFB2_Hackettetal2008	TPM1_Hackettetal2008	
Turdidae_Myadestes_elisabeth						94183776		18027453													94490467												
Charadriidae_Pluvianellus_socialis					88910976	88911112		88911078													88910806	88910840	88910908					34597841					
Cracidae_Chamaepetes_unicolor								55977940																									
Fringillidae_Carpodacus_edwardsii					224177997																												
Melanocharitidae_Melanocharis_nigra				18845735																								18845883	38324877				
Furnariidae_Upucerthia_validirostris								241865018					126253952	156186527				126256335				51011646											
Furnariidae_Coryphistera_alaudina					197255125			21805456					126253888					21805579										221063055	221062859				
Furnariidae_Anumbius_annumbi					197254519			21805454					126253874					21805577								126256343		221063053	221062857				
Muscicapidae_Cossypha_niveicapilla								32442107					34333769								295001828					306959853							
Thamnophilidae_Myrmotherula_menetriesii								51104448					301323086					51104542			299767165	301322992											
Certhiidae_Troglodytes_ochraceus																					6957490												
Corvidae_Temnurus_temnurus								39979972						39979952				39979932															
Fringillidae_Iridosornis_porphyrocephalus								194499787													194499901												
Columbidae_Streptopelia_bitorquata								20466853						20466955							20466895												
Turdidae_Catharus_guttatus					151336356	151336660		17222082		187471216	188526226		196052443	151336156				93211306		157672360	186688115					196052603		34582520		151336840	151336047		
Picidae_Picumnus_nebulosus								94421631						94421619							99030670												
Laniidae_Lanius_collurio					158536079			158536034			315488361			39979955							187480105	3929175				289546275		34501062					
Fringillidae_Basileuterus_leucophrys																					302703641												
Laridae_Larus_atricilla					116832309			199601258						56131118							187480021												
Fringillidae_Carpodacus_purpureus					117372063																												
Laridae_Larus_michahellis								199601248																									
Trochilidae_Metallura_odomae								2465824						269999327							2465858		268320493			268320753							
Meropidae_Merops_pusillus													154184392								156100649	62901807									154537643		
Tyrannidae_Leptopogon_amaurocephalus					159156497			83031326					83031545	45272250				90194276			83031414	83031238				90658331		25988499	241994531				
Trochilidae_Calliphlox_bryantae														164613005							164613169		164613338										
Picidae_Sapheopipo_noguchii								56785725																									
Paridae_Parus_fasciiventer								34596622																									
Dendrocolaptidae_Xiphorhynchus_lachrymosus								23463208													23463160	23428705											
Dendrocolaptidae_Xiphocolaptes_major					197257393			21805460					126253958	295821345				21805584			39752952	295821506				126256425		221063127	221062759				
Thamnophilidae_Sakesphorus_melanonotus																					122935508	122935384											
Muscicapidae_Ficedula_speculigera								13508739																								13016653	
Neomorphidae_Tapera_naevia					197257033			3834542													3834480												
Pachycephalidae_Pachycephala_griseonota																					289187912		289187980										
Phasianidae_Crossoptilon_crossoptilon				300488451	260400296			3687604						83616408							83616454									156139620			
Furnariidae_Geositta_isabellina								57232245						156186518							57232285	156186543						221063001	221062805				
Podicipedidae_Tachybaptus_ruficollis					226910549			5679372																									
Accipitridae_Buteo_hemilasius					134269285	281307655																											
Muscicapidae_Ficedula_bonthaina																					110348240												
Fringillidae_Phrygilus_alaudinus					197256313			156072810													156072582												
Fringillidae_Carpodacus_puniceus					224177993																												
Accipitridae_Buteo_albicaudatus	76009103				116876439	76009144		182895218					281308168	182895006							182895096												
Bucerotidae_Tockus_leucomelas								33341021																									
Zosteropidae_Oculocincta_squamifrons																					220900673	220900401									220900539		
Trogonidae_Harpactes_mackloti																					315021684	316891732									316992338		
Trogonidae_Trogon_personatus	3599565	193879628	167987337				193879310	3599547	193880860	193881165	193881494	193999650		194000419	154529297	193881684	193881846	194021123	193882148	194241218	183447666			194021449	194205370		193880544	54299668		194240892	193878729	193879004	
Muscicapidae_Saxicoloides_fulicatus								306959335													295001896					295315476							
Accipitridae_Ichthyophaga_ichthyaetus					302151435			67038106													66735012												
Columbidae_Treron_sieboldii								33621769													33622179												
Accipitridae_Circaetus_cinerascens								67037988													66734884												
Dicruridae_Rhipidura_hyperythra													256576173								99029907	256576319						38324475	38324989		256576388		
Pachycephalidae_Colluricincla_umbrina																					289187922		289187992										
Cisticolidae_Prinia_crinigera								68248334										66876343															
Tyrannidae_Pachyramphus_xanthogenys																					86451845												
Accipitridae_Melierax_canorus								182895306						182895066							182895184							126212477					
Sittidae_Sitta_canadensis					116877841			1762591													77702510												
Procellariidae_Garrodia_nereis								3420634																									
Sylviidae_Abroscopus_albogularis								324033897																		324034103							
Fringillidae_Geothlypis_flavovelata								255969664													81336296												
Turdidae_Alethe_choloensis								32442061					34333746																				
Fringillidae_Ergaticus_versicolor					308224746	308224746		308224950					302703285					302703622	302703498		308224746									302703726			
Strigidae_Ninox_connivens								170787109																				171919921					
Columbidae_Ptilinopus_pulchellus	148466974				148467109	148467327		148466938						148467387							148467033							148467453					
Fringillidae_Serinus_flavivertex								46561823																									
Accipitridae_Buteo_refectus						281307640																											
Lybiidae_Lybius_dubius								33521005																									
Sylviidae_Graminicola_bengalensis								68248316										66876327			253971590					229905345		253971648					
Fringillidae_Passerella_iliaca					116877409	33318434		24895115		187471264	188526275										31282486	31282500						157672492	161019596				
Procellariidae_Fregetta_grallaria								3420630																									
Accipitridae_Buteogallus_meridionalis	76009096				197254725	76009156		182895212					281308188	182895002				37622383		112950269	182895090					156617587		37622371					
Accipitridae_Terathopius_ecaudatus								67037968						66735981							66734864							126212511					
Phasianidae_Bambusicola_fytchii					260400340			121663747																									
Tyrannidae_Sapayoa_aenigma		194045149	193880194				193879280			193881135	193881460	193999626	193999978	194000387	154529341		193881829	194021091	193882116	194241184		45511393		194021417	194205336		193880512	85822697	85822625	194240860	193878695	193878976	
Ciconiidae_Mycteria_ibis								3211698																									
Falconidae_Falco_subbuteo					134269295	74355964		165880339			315488347			112818793							315488107	315487823						165880579					
Alcedinidae_Alcedo_quadribrachys						156523661												156523715			156523742	156523603						74272333					
Fringillidae_Piranga_bidentata								4102309																									
Cisticolidae_Cisticola_fulvicapilla	19481520																				19481466												
Muscicapidae_Phoenicurus_erythronotus					257155799			301670375													301670397												
